Premises Name|Address|postcode|Local Authority|Type|Products Sold|Company Name|Status
Day Today|76 Ballochnie Drive, Plains ML6 7ND|ML6 7ND|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Mr A Ali & Mrs S Ali T/A Fair Deals Store|Active
Day Today|Harleeshill Road,  ML9 2EX|ML9 2EX|South Lanarkshire|Convenience Store|Tobacco Only|Day Today|Inactive
DAY TODAY|117 CEDAR DRIVE, GREENHILLS G75 9HZ|G75 9HZ|South Lanarkshire|Convenience Store|Tobacco Only|DEANBRAID LIMITED|Inactive
Day Today|9 Tiree Crescent, Newmains ML2 9HF|ML2 9HF|North Lanarkshire|Convenience Store|Tobacco Only|Day Today|Inactive
day today|22 glencairn avenue, craigneuk ML2 7RQ|ML2 7RQ|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|kamco retail ltd|Active
Day ToDay|515 - 519 Carntyne Rd, Carntyne G32 6JL|G32 6JL|Glasgow City|Convenience Store|Tobacco Only|Food Basket T.A. Day ToDay|Active
day today|193-195 maryhill road,  G20 7XJ|G20 7XJ|Glasgow City|Convenience Store|Tobacco Only|maryhill traders ltd|Active
Day Today|Unit 1, Burnbank Shopping Centre ML3 0NA|ML3 0NA|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Burnbank Retail Ltd|Active
Day Today|43 farm road blantyre,  G72 9DT|G72 9DT|South Lanarkshire|Entertainment Venue|Tobacco Only|AA supermarket|Inactive
day today|220 newlands road,  G44 4EL|G44 4EL|Glasgow City|Convenience Store|Tobacco Only|firm of jamil and ali|Active
Day today|322 St georges Road,  G3 6JR|G3 6JR|Glasgow City|Convenience Store|Tobacco Only|Daytoday UK Ltd.|Active
day today|1 kennishead avenue,  G46 8PR|G46 8PR|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|DatToday|Active
Day Today|21 Kennishead Road, Thornliebank G46 8NY|G46 8NY|East Renfrewshire|Convenience Store|Tobacco Only|Day Today|Active
Day Today|33 North Bridge Street,  EH48 4PJ|EH48 4PJ|West Lothian|Convenience Store|Tobacco Only|Day Today|Active
Day today|192 battlefield rd, Battlefield G42 9HM|G42 9HM|Glasgow City|Convenience Store|Tobacco Only|Day today|Active
day today|88/90, high  street KA19 7AQ|KA19 7AQ|South Ayrshire|Convenience Store|Tobacco Only|g10 enterprises ltf|Inactive
DAY TODAY|1087 Argyle Street,  G3 8ND|G3 8ND|Glasgow City|Convenience Store|Tobacco Only|JTI|Active
Day Today|20-22, Nelson Street KA30 8LW|KA30 8LW|North Ayrshire|Convenience Store|Tobacco Only|Largs Super Store|Inactive
Day Today|110 Skye Road,  G73 5JZ|G73 5JZ|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Cathkin Convenience Store Ltd|Active
DAY TODAY|582 Dumbarton Road,  G11 6AL|G11 6AL|Glasgow City|Entertainment Venue|Tobacco Only|Closer To Ltd|Active
day today|226 silvertonhill avenue hamilton,  ML3 7PF|ML3 7PF|South Lanarkshire|Supermarket and Other Retail Outlets|Tobacco Only|arslan rashid t/a silvertonhill convenice store|Inactive
Day Today|224 Woodlands Road,  G3 6LN|G3 6LN|Glasgow City|Convenience Store|Tobacco Only|SNP Retail LTD|Active
Day ToDay|30-32, High Street KY4 9NA|KY4 9NA|Fife|Off-Licence|Tobacco Only|day-today|Inactive
Day Today|44 Dundas Street,  EH19 3AS|EH19 3AS|Midlothian|Convenience Store|Tobacco And Nicotine Vapour Products|Tamilan Ltd|Active
Day Today|3/4 Alberta place, East Kilbride G75 8AA|G75 8AA|South Lanarkshire|Convenience Store|Tobacco Only|Aneeb Tariq|Inactive
DAY TODAY|5/7, CRAIGMILLAR CASTLE ROAD EH16 4BY|EH16 4BY|Edinburgh City|Convenience Store|Tobacco Only|alishah's supermarket ltd|Active
Day Today|657 Old Edinburgh Road,  G71 6HF|G71 6HF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M & M Foodstore|Inactive
Day Today|Day Today Newsagents, 3 Buchanan Drive, Cambuslang G72 8HE|G72 8HE|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Samundri limited |Active
Day today|6 high park avenue,  KA18 4HL|KA18 4HL|East Ayrshire|Convenience Store|Tobacco Only|Makd ltd|Active
Day Today|9 Radnor Street,  G81 2TU|G81 2TU|West Dunbartonshire|Convenience Store|Tobacco Only|Day Today|Active
Day Today|9 Radnor Street,  G81 2TU|G81 2TU|Glasgow City|Convenience Store|Tobacco Only|Day Today|Inactive
Day Today|6 Huntly Crescent, Raploch  FK8 1SU|FK8 1SU|Stirling|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Day Today|Inactive
Day Today|20-22 Nelson Street,  KA30 8LW|KA30 8LW|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Largs Convenience Store LTD|Active
Day Today|20-22 Nelson Street,  KA30 8LW|KA30 8LW|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Largs Convenience Store LTD|Active
Day today|6,  Highpark Avenue, New Cumnock KA18 4HL|KA18 4HL|East Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|RSHM LTD|Active
Day Today|2 Coltswood Road, ,  ML5 2AA|ML5 2AA|North Lanarkshire|Convenience Store|Tobacco Only|Day Today|Inactive
Day Today|72-74 Mansfield Road ,  ML4 3AQ|ML4 3AQ|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Shop and Save Bellshill Ltd|Active
Day Today|Bobby's Newsagents & Licensed Grocers, 103 Cambusnethan Street ML2 8NN|ML2 8NN|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Bobby's Licensed Grocers|Active
Day Today|40 Harleeshill Road,  ML9 2EX|ML9 2EX|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today|Active
Day Today|57 Main Street, Calderbank ML6 9SG|ML6 9SG|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|st madoes ltd|Active
Day Today|35 Gartlea Road,  ML6 9JL|ML6 9JL|North Lanarkshire|Off-Licence|Tobacco And Nicotine Vapour Products|Day Today|Active
Day Today|1090 Cathcart Road,  G42 9XW|G42 9XW|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Kenry Enterprises|Active
DAY TODAY|411 Caledonian Road,  ML2 0JA|ML2 0JA|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today|Active
Day Today|26 Fleming Terrace,  KA12 0XE|KA12 0XE|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Bobby Khan Ent Ltd|Active
day today|Day Today, 3-4 Alberta Place, East Kilbride G75 8AA|G75 8AA|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|day today alberta place|Active
Day today|Day Today, 54 Whifflet Street ML5 4EL|ML5 4EL|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Kay Mart ltd|Active
Day Today|Largs Superstore, 20-22 Nelson Street KA30 8LW|KA30 8LW|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|PRICE BUSTERS LTD|Active
Day Today|Day Today, 322 St. Georges Road G3 6JR|G3 6JR|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|G3 TRADERS (U.K) LTD|Active
Day today|161 Foulford road,  KY4 9AU|KY4 9AU|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Day today|Active
Day today |2 Braeview, Stenhousemuir FK5 3DT|FK5 3DT|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Mj509ltd t/a day today|Active
Day Today|Day Today, 48A Rowan Street, Blackburn EH47 7EA|EH47 7EA|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Afshi Enterprises Ltd|Active
Day today|30 High Street,  KY4 9NA|KY4 9NA|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Day today |Active
Day Today|Hanif's Grocers, 189 Dyfrig Street ML7 4BY|ML7 4BY|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|HRI Retail|Active
Day today|Pick 'N' Save, 20 Easter Drylaw Place EH4 2QF|EH4 2QF|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|pans super store|Active
Day Today|6 Huntly Crescent,  FK8 1SU|FK8 1SU|Stirling|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Day Today|Active
Day today |309 Main Street, Blantyre G72 0DL|G72 0DL|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Ayyan enterprise ltd|Active
Day today |6 Jackson place ,  EH54 6RH|EH54 6RH|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Eshaal limited|Active
Day Today |Day Today, 50 Busby Road, Clarkston G76 7XJ|G76 7XJ|East Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Clarkston Daytoday Ltd|Active
Day Today|647 Cathcart Road, Govanhill G42 8AE|G42 8AE|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|N M Trading Ltd|Active
Day today |Day today, 131 Springburn Way G21 1DR|G21 1DR|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Day today|Active
DAY TODAY ( COSTCUTTER )|Costcutter Supermarket, 1A Greenhills Square, East Kilbride G75 8TT|G75 8TT|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|DAY TODAY GREENHILL|Active
DAY TODAY (HARTHILL)|8A STANLEY ROAD, HARTHILL ML7 5QX|ML7 5QX|West Lothian|Off-Licence|Tobacco And Nicotine Vapour Products|DAY TODAY(HARTHILL)|Active
Day Today @Jamils|18 High Street, Renfrew PA4 8QR|PA4 8QR|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day today @Jamils|Active
Day Today Allison Street|Day Today, 233-235 Allison Street G42 8HA|G42 8HA|Glasgow City|Convenience Store|Tobacco Only|Day Today Allison Street|Active
Day Today Beith Supermarket|83 Eglinton Street,  KA15 1AJ|KA15 1AJ|North Ayrshire|Convenience Store|Tobacco Only|SG BROTHERS 83 LIMITED|Active
Day Today Black|1 Logan Avenue, Logan KA18 3HA|KA18 3HA|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Bobby Khan Ent Ltd|Active
Day today Convenient Store|16 -18 Woodside Avenue , Rutherglen G73 3HY|G73 3HY|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Day today Convenient Store|Inactive
Day today Cowie|32b main street cowie,  FK7 7BL|FK7 7BL|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Chaudry superstore|Inactive
Day Today Elite|123/125 Main Street, Overtown ML2 0QF|ML2 0QF|North Lanarkshire|Convenience Store|Tobacco Only|SMZ Trading LTD|Active
Day Today Express|2 Kingsport Avenue, Howden EH54 6BA|EH54 6BA|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|SRI retail ltd|Active
day today express|135-137 high street irvine,  KA11 8AA|KA11 8AA|North Ayrshire|Convenience Store|Tobacco Only|news buster|Active
day today express|19 russell court, new farm loch KA3 7QQ|KA3 7QQ|East Ayrshire|Convenience Store|Tobacco Only|b.s.birring|Active
day today express|1a catherine drive,  KA11 8BS|KA11 8BS|East Ayrshire|Convenience Store|Tobacco Only|b.s.birring|Active
day today express|7/13 briarwood road, craigneuk ML2 7RU|ML2 7RU|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|kamco retail ltd|Active
Day Today Express|8 Kenilworth Crescent,  G61 4HU|G61 4HU|East Dunbartonshire|Off-Licence|Tobacco And Nicotine Vapour Products|Kenilworth Grocer Ltd|Active
DAY TODAY EXPRESS|48 - 50, Gower Street G51 1PH|G51 1PH|Glasgow City|Convenience Store|Tobacco Only|Fine Traders Ltd|Active
DAY TODAY EXPRESS|1249, Cathcard Road G42 9HA|G42 9HA|Glasgow City|Convenience Store|Tobacco Only|DAY TODAY EXPRESS|Active
Day Today Express|148 Montrose Street,  G81 2PE|G81 2PE|West Dunbartonshire|Convenience Store|Tobacco Only|SSA Stores|Active
Day Today express|59 Gartcraig Road,  G33 2NW|G33 2NW|Glasgow City|Convenience Store|Tobacco Only|Day Today express|Active
Day Today Express|1 Technology Avenue,  G72 0HT|G72 0HT|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M & M Foodstore|Active
Day Today Express|16 Woodside Avenue,  G73 3HY|G73 3HY|South Lanarkshire|Convenience Store|Tobacco Only|day today express|Inactive
DAY TODAY EXPRESS|19-21 Stirling Street,  ML6 0AH|ML6 0AH|North Lanarkshire|Entertainment Venue|Tobacco Only|Closer To Ltd|Inactive
Day Today Express|457 Main Street, Mossend ML4 1DA|ML4 1DA|North Lanarkshire|Off-Licence|Tobacco And Nicotine Vapour Products|Day Today Express|Active
day today express|90 high street,  KA19 7AQ|KA19 7AQ|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|day today express|Active
Day Today Express|Day Today Express, 19-21 Stirling Street ML6 0AH|ML6 0AH|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Avighnam Ltd|Active
Day today Express|Day Today Express, 82A Calderwood Square, East Kilbride G74 3BQ|G74 3BQ|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Daytodayexpress|Active
DAY TODAY EXPRESS|Day To Day Express, 263 Castlemilk Road G44 4LE|G44 4LE|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|ALI & SONS (KINGSPARK) LTD|Active
Day Today Express|168 Alloa Road,  FK5 4HQ|FK5 4HQ|Falkirk|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|DAY TODAY EXPRESS  ALLOA RD|Active
Day today express |17 High Street, Stewarton KA3 5BP|KA3 5BP|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Food & wine cellar|Active
Day Today Express |Rutherglen Superstore, 6-8 Chapel Street, Rutherglen G73 1JE|G73 1JE|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today Express |Active
day today express|9 fieldhead square, eastwood G43 1HL|G43 1HL|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|day today express|Active
Day Today Express|159A Netherton Road, Netherton  ML2 0AR|ML2 0AR|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today Express|Active
Day Today Express|47 Main Street, Fauldhouse EH47 9HY|EH47 9HY|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today Express|Active
Day today Express Cathcart|M & K Newsagents, 220 Newlands Road G44 4EL|G44 4EL|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Day today express|Active
Day today express lenzie|118 Kirkintilloch road,, Lenzie G66 4LQ|G66 4LQ|East Dunbartonshire|Convenience Store|Tobacco Only|Day Today Express Lenzie|Active
day today express lochend stores|64 lochend road south,  EH7 6DE|EH7 6DE|Edinburgh City|Convenience Store|Tobacco Only|day today express lochend stores|Active
day today grocery shop|685 pollockshaws road glasgow,  G41 2AB|G41 2AB|Glasgow City|Convenience Store|Tobacco Only|day today|Active
Day Today Kyle Square|Day Today, 8-10 Kyle Square, Rutherglen G73 4QG|G73 4QG|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today Kyle Square|Active
DAY TODAY OVERTOWN|119 MAIN STREET, OVERTOWN ML2 0QF|ML2 0QF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|L K FOODS PRIVATE LIMITED|Active
Day today Steve’s |Stevie's Super Save, 46 Beeches Road G81 6HW|G81 6HW|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day today Steve’s |Active
Day Today Store|121 High Street, Newarthill ML1 5JH|ML1 5JH|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day Today Stores|Active
Day today stores|38-40 MORVEN AVENUE,  KA3 2AD|KA3 2AD|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day today stores|Active
Day today t/a akbar superstore|2 Coltswood Road,  ML5 2AA|ML5 2AA|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Akbar superstore|Active
DAY TODAY/ U SAVE|85 KELSO DRIVE,  G74 4DB|G74 4DB|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|SANIA GB LTD|Active
Daylight Robbery|26B Dublin Street,  EH3 6NN|EH3 6NN|Edinburgh City|Public House|Tobacco Only|Caledonian Heritable Ltd|Inactive
daymart|Day Mart, 23-25 High Street EH44 6HA|EH44 6HA|Scottish Borders|Convenience Store|Tobacco And Nicotine Vapour Products|Wasi ltd|Active
DAYTODAY|19 CENTRE STREET, CHAPELHALL ML6 8TX|ML6 8TX|North Lanarkshire|Convenience Store|Tobacco Only|CENTRE STORE LTD|Inactive
daytoday|19 centre street, chapelhall ML6 8TX|ML6 8TX|North Lanarkshire|Off-Licence|Tobacco Only|c.h.grocers ltd|Inactive
daytoday|Nisa, 13 Lower Vennel, Bourtreehill South KA11 1PQ|KA11 1PQ|North Ayrshire|Convenience Store|Tobacco Only|Bhill ltd|Active
daytoday|1357-1359 barrhead road,  G53 7DA|G53 7DA|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|iceberg enterprise limited|Active
daytoday|daytoday, 13 Lower Vennel, Bourtreehill South KA11 1PQ|KA11 1PQ|North Ayrshire|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|lower vennel supermarket ltd|Active
Daytoday|50 Blair Avenue, Hurlford KA1 5BE|KA1 5BE|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Blair groceries ltd |Active
DayToday|Richmond Stores, 180-182 Hamilton Road, Rutherglen G73 3BB|G73 3BB|Glasgow City, South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|DayToday|Active
Daytoday |Key Store, 148 Montrose Street G81 2PE|G81 2PE|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Day today |Active
daytoday|Day To Day, 106 Mayburn Avenue EH20 9HB|EH20 9HB|Midlothian|Convenience Store|Tobacco And Nicotine Vapour Products|m and l scot enterprise ltd|Active
Daytoday|West Lothian Retail Ltd, 33 North Bridge Street EH48 4PJ|EH48 4PJ|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|West lothian retail ltd|Active
Daytoday|West Lothian Retail Ltd, 33 North Bridge Street EH48 4PJ|EH48 4PJ|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|West lothian retail ltd|Active
daytoday |193/195 maryhill road glasgow, MARYHILL ROAD G20 7XJ|G20 7XJ|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|SSSR(GLASGOW) LTD|Active
daytoday|193/195 maryhill road glasgow, MARYHILL ROAD G20 7XJ|G20 7XJ|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|sssr(glasgow) ltd|Active
daytoday|193/195 maryhill road glasgow, MARYHILL ROAD G20 7XJ|G20 7XJ|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|sssr(glasgow) ltd|Active
DAY-TODAY|596, LONDON ROAD G40 1DZ|G40 1DZ|Glasgow City|Convenience Store|Tobacco Only|dawn 2 enterprises ltd|Active
DAY-TODAY|132, HAYOCKS ROAD KA20 4DR|KA20 4DR|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Ashi ltd t/a DAY-TODAY|Active
Day-Today|22 calder street,  ML5 4EX|ML5 4EX|North Lanarkshire|Convenience Store|Tobacco Only|Retail Express (Scotland) Ltd|Active
Day-Today|114 South Mid Street,  EH48 1DY|EH48 1DY|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Mid Street Stores|Active
DAY-TODAY|582 DUMBARTON ROAD, GLASGOW G11 6RH|G11 6RH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|clerkway ltd|Active
Day-Today|20-22, cumberland road PA16 0TW|PA16 0TW|Inverclyde|Convenience Store|Tobacco Only|I and A Trading ltd|Inactive
Day-Today|12 High Street,  PA4 8QR|PA4 8QR|Renfrewshire|Convenience Store|Tobacco Only|Day-Today|Inactive
Day-Today|44-46 stirling road,  FK7 7JL|FK7 7JL|Stirling|Off-Licence|Tobacco And Nicotine Vapour Products|day-today|Active
Day-today|48/50, Calder street ML5 4EX|ML5 4EX|North Lanarkshire|Convenience Store|Tobacco Only|Day-today retail|Active
Day-today|78-80 Farm Road,  ML3 9LD|ML3 9LD|South Lanarkshire|Convenience Store|Tobacco Only|Family Choice Scotland LTD|Inactive
Day-Today|889 Govan Road, Govan G51 3DN|G51 3DN|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|JSD Retail Ltd|Active
Day-Today|Day Today, 47 Main Street, Airth FK2 8JH|FK2 8JH|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Airth Convenience Store Ltd|Active
Day-Today|Day Today, 5 Green Street ML10 6LT|ML10 6LT|South Ayrshire, South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Park Stores Ltd|Inactive
Day-Today|39 Caledonia Street,  PA3 2JJ|PA3 2JJ|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|JATTBOY LTD |Active
Day-Today|Day Today, 20-22 Cumberland Road PA16 0TW|PA16 0TW|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|Newarthill food & wine store ltd|Inactive
Day-Today|Day Today, 20-22 Cumberland Road PA16 0TW|PA16 0TW|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|Greenock convience stores|Active
Day-today (Good Deal)|47 main street,  KY1 4AG|KY1 4AG|Fife|Convenience Store|Tobacco Only|Day-today (Good Deal)|Inactive
Day-Today (Redburn Road)|Shads, 32 Redburn Road EH32 9NG|EH32 9NG|East Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Shads Supermarket LLP|Active
Day-Today Elmfoot|29 Elmfoot Grove,  G5 0LR|G5 0LR|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|Day-Today Elmfoot|Active
DAYTODAY EXPRESS|DAYTODAY EXPRESS, 61 HIGH STREET PA1 2AS|PA1 2AS|Renfrewshire|Convenience Store|Tobacco Only|HIGH NEWS|Inactive
